"Time","MEDICINE","WINE","FERTILIZER","IRON","PIG_IRON","STEEL","TOOLS"
"15","-1.0","-1.0","-1.0","0.0","0.0","0.81","-1.0"
"22","-1.0","-1.0","-1.0","0.0","0.0","0.81","-1.0"
"18","-1.0","-1.0","-1.0","0.0","0.0","0.81","-1.0"
"17","-1.0","-1.0","-1.0","0.0","0.0","0.81","-1.0"
"1626","-1.0","-1.0","-1.0","0.0","0.0","0.81","-1.0"
"1626","-1.0","-1.0","-1.0","0.0","0.0","0.81","-1.0"
"3153","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"3153","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"3274","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"3275","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"4695","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"4696","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"4725","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"4725","-1.0","-1.0","-1.0","0.0","0.0","0.81","0.0"
"6222","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"6222","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"6255","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"6256","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"6360","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"6364","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"7806","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"7807","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","80.24759100000001"
"9329","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","52.650444455100015"
"9330","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","52.650444455100015"
"9364","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","52.650444455100015"
"9365","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","52.650444455100015"
"9435","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","52.650444455100015"
"9438","-1.0","-1.0","-1.0","0.0","0.0","0.28242953648100017","52.650444455100015"
"12360","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2870.68540000959"
"12360","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2870.68540000959"
"12496","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2092.7296566069917"
"12496","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2092.7296566069917"
"12498","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2092.7296566069917"
"12499","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2092.7296566069917"
"13925","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2092.7296566069917"
"13926","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","2092.7296566069917"
"15543","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","1112.1623414368764"
"15543","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","1112.1623414368764"
"15553","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","1112.1623414368764"
"15553","-1.0","-1.0","-1.0","0.0","0.0","0.0984770902183612","1112.1623414368764"
"18479","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"18479","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"18509","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"18512","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"18590","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"18591","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"18601","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"18601","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","3414.28149656387"
"21636","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","1469.7362299804743"
"21637","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","1469.7362299804743"
"21659","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","1469.7362299804743"
"21659","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","1469.7362299804743"
"22544","-1.0","-1.0","-1.0","0.0","0.0","0.03433683820292516","1469.7362299804743"
"22553","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","1469.7362299804743"
"23085","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","1469.7362299804743"
"23086","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","1469.7362299804743"
"24705","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","569.4059289200519"
"24706","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","569.4059289200519"
"24714","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","569.4059289200519"
"24714","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","569.4059289200519"
"25608","-1.0","-1.0","-1.0","0.0","0.0","0.011972515182562033","569.4059289200519"
"25613","-1.0","-1.0","-1.0","0.0","0.0","0.0041745579179292966","569.4059289200519"
"27666","-1.0","-1.0","-1.0","0.0","0.0","0.0041745579179292966","198.53957107953525"
"27667","-1.0","-1.0","-1.0","0.0","0.0","0.0041745579179292966","198.53957107953525"
"27760","-1.0","-1.0","-1.0","0.0","0.0","0.0041745579179292966","198.53957107953525"
"27760","-1.0","-1.0","-1.0","0.0","0.0","0.0041745579179292966","198.53957107953525"
"27782","-1.0","-1.0","-1.0","1.7433922005000002","0.0","0.0041745579179292966","198.53957107953525"
"27788","-1.0","-1.0","-1.0","1.7433922005000002","0.0","0.0041745579179292966","198.53957107953525"
"28076","-1.0","-1.0","-1.0","1.7433922005000002","0.0","0.0014555783429306911","198.53957107953525"
"28076","-1.0","-1.0","-1.0","1.7433922005000002","0.0","0.0014555783429306911","198.53957107953525"
"30519","-1.0","-1.0","-1.0","1.7433922005000002","0.0","0.0014555783429306911","69.22646794213543"
"30838","-1.0","-1.0","-1.0","1.7433922005000002","0.0","0.0014555783429306911","69.22646794213543"
"30838","-1.0","-1.0","-1.0","1.7433922005000002","0.0","0.0014555783429306911","69.22646794213543"
"30852","-1.0","-1.0","-1.0","0.6078832729528464","0.0","0.0014555783429306911","69.22646794213543"
"30853","-1.0","-1.0","-1.0","0.6078832729528464","0.0","0.0014555783429306911","69.22646794213543"
"32280","-1.0","-1.0","-1.0","0.6078832729528464","0.0","614.7205974250862","69.22646794213543"
"32283","-1.0","-1.0","-1.0","0.6078832729528464","0.0","614.7205974250862","69.22646794213543"
"32284","-1.0","-1.0","-1.0","0.6078832729528464","0.0","614.7205974250862","69.22646794213543"
"33910","-1.0","-1.0","-1.0","0.6078832729528464","0.0","614.7205974250862","26.819752061884937"
"33911","-1.0","-1.0","-1.0","0.6078832729528464","0.0","614.7205974250862","26.819752061884937"
"35336","-1.0","-1.0","-1.0","0.6078832729528464","0.0","614.7205974250862","26.819752061884937"
"35336","-1.0","-1.0","-1.0","0.6078832729528464","0.0","214.3398190075192","26.819752061884937"
"35337","-1.0","-1.0","-1.0","0.6078832729528464","0.0","214.3398190075192","26.819752061884937"
"35340","-1.0","-1.0","-1.0","0.6078832729528464","0.0","214.3398190075192","26.819752061884937"
"36982","-1.0","-1.0","-1.0","0.211955791376081","0.0","214.3398190075192","9.3514693128068"
"36992","-1.0","-1.0","-1.0","0.211955791376081","0.0","214.3398190075192","9.3514693128068"
"36992","-1.0","-1.0","-1.0","0.211955791376081","0.0","214.3398190075192","9.3514693128068"
"36983","-1.0","-1.0","-1.0","0.211955791376081","0.0","214.3398190075192","9.3514693128068"
"37637","-1.0","-1.0","-1.0","0.211955791376081","0.0","214.3398190075192","9.3514693128068"
"37642","-1.0","-1.0","-1.0","0.211955791376081","0.0","214.3398190075192","9.3514693128068"
"38396","-1.0","-1.0","-1.0","0.211955791376081","0.0","74.73567374285815","9.3514693128068"
"38398","-1.0","-1.0","-1.0","0.211955791376081","0.0","74.73567374285815","9.3514693128068"
"39938","-1.0","-1.0","-1.0","0.211955791376081","0.0","74.73567374285815","3.2606557326324945"
"39939","-1.0","-1.0","-1.0","0.211955791376081","0.0","74.73567374285815","3.2606557326324945"
"40054","-1.0","-1.0","-1.0","0.211955791376081","0.0","74.73567374285815","3.2606557326324945"
"40054","-1.0","-1.0","-1.0","0.211955791376081","0.0","74.73567374285815","3.2606557326324945"
"41458","-1.0","-1.0","-1.0","0.211955791376081","0.0","26.058718140482323","3.2606557326324945"
"41457","-1.0","-1.0","-1.0","0.211955791376081","0.0","26.058718140482323","3.2606557326324945"
"42232","-1.0","-1.0","-1.0","0.211955791376081","0.0","26.058718140482323","3.2606557326324945"
"42233","-1.0","-1.0","-1.0","0.211955791376081","0.0","26.058718140482323","3.2606557326324945"
"43110","-1.0","-1.0","-1.0","0.211955791376081","0.0","26.058718140482323","1.1369203545574211"
"43110","-1.0","-1.0","-1.0","0.211955791376081","0.0","26.058718140482323","1.1369203545574211"
"43116","-1.0","-1.0","-1.0","0.08211601634130332","0.0","26.058718140482323","1.1369203545574211"
"43116","-1.0","-1.0","-1.0","0.07390441470717299","0.0","26.058718140482323","1.1369203545574211"
"44518","-1.0","-1.0","-1.0","0.07390441470717299","0.0","9.08611319222895","1.1369203545574211"
"44517","-1.0","-1.0","-1.0","0.07390441470717299","0.0","9.08611319222895","1.1369203545574211"
"44523","-1.0","-1.0","-1.0","0.07390441470717299","0.5904900000000002","9.08611319222895","1.1369203545574211"
"44524","-1.0","-1.0","-1.0","0.07390441470717299","0.5904900000000002","9.08611319222895","1.1369203545574211"
"46168","-1.0","-1.0","-1.0","0.07390441470717299","0.5904900000000002","9.08611319222895","0.3964196157450206"
"46168","-1.0","-1.0","-1.0","0.07390441470717299","0.5904900000000002","9.08611319222895","0.3964196157450206"
"46823","-1.0","-1.0","-1.0","0.07390441470717299","0.5904900000000002","9.08611319222895","0.3964196157450206"
"47574","-1.0","-1.0","-1.0","0.07390441470717299","0.5904900000000002","3.1681317744384225","0.3964196157450206"
"47574","-1.0","-1.0","-1.0","0.07390441470717299","0.5904900000000002","3.1681317744384225","0.3964196157450206"
"49197","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","3.1681317744384225","0.1382229732430152"
"49198","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","3.1681317744384225","0.1382229732430152"
"49216","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","3.1681317744384225","0.1382229732430152"
"49216","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","3.1681317744384225","0.1382229732430152"
"49198","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","3.1681317744384225","0.1382229732430152"
"50611","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","1.1046592451424346","0.1382229732430152"
"50612","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","1.1046592451424346","0.1382229732430152"
"52279","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","1.1046592451424346","0.05355041188484287"
"52279","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","1.1046592451424346","0.05355041188484287"
"52279","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","1.1046592451424346","0.05355041188484287"
"53674","-1.0","-1.0","-1.0","0.02576887603660058","828.3171863695948","0.3851708624383078","0.05355041188484287"
