"Time","Thread-0","Thread-1","Thread-2","Thread-3"
"132490","$208521.23","$761779.11","$1042645.75","$654817.34"
"132491","$208521.23","$761779.11","$1042645.75","$654817.34"
"132502","$208521.23","$761779.11","$1042645.75","$654817.34"
"132502","$208521.23","$761779.11","$1042645.75","$654817.34"
"133516","$208521.23","$761779.11","$1042645.75","$654817.34"
"133516","$208521.23","$761779.11","$1042645.75","$654817.34"
"133709","$257068.04","$713232.31","$1042645.75","$654817.34"
"133709","$257068.04","$713232.31","$1042645.75","$654817.34"
"133718","$257068.04","$713232.31","$1042645.75","$2626086.18"
"133799","$257068.04","$1084598.24","$1818861.72","$1478504.28"
"133800","$257068.04","$1084598.24","$1818861.72","$1478504.28"
"133799","$257068.04","$1084598.24","$1818861.72","$1478504.28"
"134537","$257068.04","$1084598.24","$1818861.72","$1478504.28"
"134537","$257068.04","$1084598.24","$1818861.72","$1478504.28"
"134915","$257068.04","$1084598.24","$1818861.72","$1707832.16"
"134930","$417098.80","$924567.48","$1818861.72","$3313127.32"
"134931","$417098.80","$924567.48","$1818861.72","$3313127.32"
"134946","$417098.80","$1563561.24","$2452842.95","$2040152.34"
"134946","$417098.80","$1563561.24","$2452842.95","$2040152.34"
"134946","$417098.80","$1563561.24","$2452842.95","$2040152.34"
"135568","$417098.80","$1563561.24","$2452842.95","$2040152.34"
"135568","$417098.80","$1563561.24","$2452842.95","$2040152.34"
"135964","$417098.80","$1563561.24","$2452842.95","$2040152.34"
"135974","$417098.80","$1563561.24","$4006249.26","$486746.03"
"135977","$417098.80","$1563561.24","$4006249.26","$486746.03"
"136163","$578234.30","$2163775.12","$3244899.87","$486746.03"
"136164","$578234.30","$2163775.12","$3244899.87","$486746.03"
"136164","$578234.30","$2163775.12","$3244899.87","$486746.03"
"136589","$578234.30","$2163775.12","$3244899.87","$486746.03"
"136590","$578234.30","$2163775.12","$3244899.87","$486746.03"
"136923","$578234.30","$2163775.12","$3244899.87","$486746.03"
"137197","$578234.30","$2163775.12","$5113154.35","-$1381508.46"
"137198","$578234.30","$2163775.12","$5113154.35","-$1381508.46"
"137397","$831830.15","$2673170.23","$4350163.39","-$1381508.46"
"137397","$831830.15","$2673170.23","$4350163.39","-$1381508.46"
"137397","$831830.15","$2673170.23","$4350163.39","-$1381508.46"
"137609","$831830.15","$2673170.23","$4350163.39","-$1381508.46"
"137609","$831830.15","$2673170.23","$4350163.39","-$1381508.46"
"138077","$831830.15","$2673170.23","$4350163.39","$7927758.43"
"138426","$831830.15","$2673170.23","$6945639.83","$5332281.98"
"138436","$831830.15","$2673170.23","$6945639.83","$5332281.98"
"138625","$1126273.39","$3641855.93","$5682510.89","$5332281.98"
"138626","$1126273.39","$3641855.93","$5682510.89","$5332281.98"
"138626","$1126273.39","$3641855.93","$5682510.89","$5332281.98"
"138631","$1126273.39","$3641855.93","$5682510.89","$5332281.98"
"138631","$1126273.39","$3641855.93","$5682510.89","$5332281.98"
"139332","$1126273.39","$3641855.93","$5682510.89","$5332281.98"
"139647","$1126273.39","$3641855.93","$8779753.24","$2235039.64"
"139648","$1126273.39","$3641855.93","$8779753.24","$2235039.64"
"139657","$1126273.39","$3641855.93","$8779753.24","$2235039.64"
"139657","$1126273.39","$3641855.93","$8779753.24","$2235039.64"
"139855","$1421294.54","$4649606.40","$7476981.62","$2235039.64"
"139849","$1421294.54","$4649606.40","$7476981.62","$2235039.64"
"139855","$1421294.54","$4649606.40","$7476981.62","$2235039.64"
"140528","$1421294.54","$4649606.40","$7476981.62","$2235039.64"
"140880","$1421294.54","$4649606.40","$10646533.68","-$934512.42"
"140880","$1421294.54","$4649606.40","$10646533.68","-$934512.42"
