"Time","Thread-0","Thread-1","Thread-2","Thread-3"
"111991","$88.00","-$36.82","$88.00","$212.82"
"112125","$88.00","$63.04","$112.96","$88.00"
"112126","$88.00","$63.04","$112.96","$88.00"
"112128","$88.00","$88.00","$88.00","$88.00"
"112932","$88.00","$88.00","$88.00","$88.00"
"113015","$219.06","-$43.06","$88.00","$88.00"
"113016","$219.06","-$43.06","$88.00","$88.00"
"113146","$88.00","-$43.06","$88.00","$219.06"
"113147","$88.00","-$43.06","$88.00","$219.06"
"113271","$88.00","$88.00","$88.00","$88.00"
"113271","$88.00","$88.00","$88.00","$88.00"
"113272","$88.00","$88.00","$88.00","$88.00"
"114169","$88.00","$88.00","$88.00","$88.00"
"114239","$225.61","-$49.61","$88.00","$88.00"
"114240","$225.61","-$49.61","$88.00","$88.00"
"114320","$88.00","-$49.61","$88.00","$225.61"
"114320","$88.00","-$49.61","$88.00","$225.61"
"114438","$88.00","$88.00","$88.00","$88.00"
"114441","$88.00","$88.00","$88.00","$88.00"
"114442","$88.00","$88.00","$88.00","$88.00"
"115333","$88.00","$88.00","$88.00","$88.00"
"115463","$232.49","-$56.49","$88.00","$88.00"
"115465","$232.49","-$56.49","$88.00","$88.00"
"115471","$88.00","-$56.49","$88.00","$232.49"
"115471","$88.00","-$56.49","$88.00","$232.49"
"115592","$88.00","$88.00","$88.00","$88.00"
"115593","$88.00","$88.00","$88.00","$88.00"
"115594","$88.00","$88.00","$88.00","$88.00"
"116490","$88.00","$88.00","$88.00","$88.00"
"116626","-$63.71","$88.00","$88.00","$239.71"
"116625","-$63.71","$88.00","$88.00","$239.71"
"116682","$88.00","-$63.71","$88.00","$239.71"
"116683","$88.00","-$63.71","$88.00","$239.71"
"116747","$88.00","$88.00","$88.00","$88.00"
"116748","$88.00","$88.00","$88.00","$88.00"
"116748","$88.00","$88.00","$88.00","$88.00"
"117644","$88.00","$88.00","$88.00","$88.00"
"117781","-$71.30","$88.00","$88.00","$247.30"
"117782","-$71.30","$88.00","$88.00","$247.30"
"117908","-$71.30","$88.00","$247.30","$88.00"
"117907","-$71.30","$88.00","$247.30","$88.00"
"117914","$88.00","$88.00","$88.00","$88.00"
"117915","$88.00","$88.00","$88.00","$88.00"
"117915","$88.00","$88.00","$88.00","$88.00"
"118801","$88.00","$88.00","$88.00","$88.00"
"118933","-$79.26","$88.00","$88.00","$255.26"
"118933","-$79.26","$88.00","$88.00","$255.26"
"119061","-$79.26","$88.00","$255.26","$88.00"
"119064","-$79.26","$88.00","$255.26","$88.00"
"119135","$88.00","$88.00","$88.00","$88.00"
"119136","$88.00","$88.00","$88.00","$88.00"
"119136","$88.00","$88.00","$88.00","$88.00"
"119952","$88.00","$88.00","$88.00","$88.00"
"120085","-$87.63","$88.00","$88.00","$263.63"
"120084","-$87.63","$88.00","$88.00","$263.63"
"120287","-$87.63","$88.00","$263.63","$88.00"
"120287","-$87.63","$88.00","$263.63","$88.00"
"120361","$88.00","$88.00","$88.00","$88.00"
"120362","$88.00","$88.00","$88.00","$88.00"
"120362","$88.00","$88.00","$88.00","$88.00"
"121111","$88.00","$88.00","$88.00","$88.00"
"121313","-$96.41","$88.00","$88.00","$272.41"
"121314","-$96.41","$88.00","$88.00","$272.41"
"121517","-$96.41","$88.00","$272.41","$88.00"
"121518","-$96.41","$88.00","$272.41","$88.00"
"121588","$88.00","$88.00","$88.00","$88.00"
"121589","$88.00","$88.00","$88.00","$88.00"
"121589","$88.00","$88.00","$88.00","$88.00"
"122331","$88.00","$88.00","$88.00","$88.00"
"122536","-$105.63","$88.00","$88.00","$281.63"
"122537","-$105.63","$88.00","$88.00","$281.63"
"122738","-$105.63","$88.00","$281.63","$88.00"
"122739","-$105.63","$88.00","$281.63","$88.00"
"122814","$88.00","$88.00","$88.00","$88.00"
"122815","$88.00","$88.00","$88.00","$88.00"
"122815","$88.00","$88.00","$88.00","$88.00"
"123554","$88.00","$88.00","$88.00","$88.00"
"123763","-$115.31","$88.00","$88.00","$291.31"
"123765","-$115.31","$88.00","$88.00","$291.31"
"123969","-$115.31","$88.00","$291.31","$88.00"
"123969","-$115.31","$88.00","$291.31","$88.00"
"124040","$88.00","$88.00","$88.00","$88.00"
"124043","$88.00","$88.00","$88.00","$88.00"
"124044","$88.00","$88.00","$88.00","$88.00"
