"Time","Thread-0","Thread-1","Thread-2","Thread-3"
"124633","$53063752.16","$121818864.33","$210919746.35","$38492565.58"
"124633","$53063752.16","$121818864.33","$210919746.35","$38492565.58"
"125088","$53063752.16","$121818864.33","$210919746.35","$38492565.58"
"125181","$53063752.16","$121818864.33","$210919746.35","$38492565.58"
"125181","$53063752.16","$121818864.33","$210919746.35","$38492565.58"
"125355","$53063752.16","$121818864.33","$301638743.48","-$52226431.55"
"125356","$53063752.16","$121818864.33","$301638743.48","-$52226431.55"
"125519","$66670874.22","$149702037.39","$260148448.35","-$52226431.55"
"125519","$66670874.22","$149702037.39","$260148448.35","-$52226431.55"
"125519","$66670874.22","$149702037.39","$260148448.35","-$52226431.55"
"125954","$66670874.22","$149702037.39","$260148448.35","-$52226431.55"
"126213","$66670874.22","$149702037.39","$260148448.35","-$52226431.55"
"126213","$66670874.22","$149702037.39","$260148448.35","-$52226431.55"
"126239","$66670874.22","$149702037.39","$354164212.44","-$146242195.64"
"126239","$66670874.22","$149702037.39","$354164212.44","-$146242195.64"
"126406","$80277996.29","$196042354.50","$294216773.27","$375210083.33"
